Article Title,Author,Publish Date,Main Body Content,URL
Amrit Bharat Express to Start From Gaya to Delhi on August 22 – PM Modi to Inaugurate,Amrita,2025-08-20T15:28:22+00:00,"Rail passengers in Bihar are set to receive a major boost in connectivity. Beginning August 22, 2025, the Amrit Bharat Express will run from Gaya Junction to Delhi, offering faster and more comfortable travel. The inauguration will be carried out by Prime Minister Narendra Modi, marking a significant milestone for the Magadh region.

Route and Key Stops

The Amrit Bharat Express will begin its inaugural journey on August 22 at 10:50 AM from Gaya Junction. It will reach Delhi the following morning at 4:30 AM. The train will halt at important stations including Anugrah Narayan Road, Dehri-on-Sone, Sasaram, Bhabhua Road, DDU, Prayagraj (Subedarganj), Kanpur (Govindpuri), Tundla, and Ghaziabad.

This route ensures that passengers across several districts in Bihar and Uttar Pradesh will have convenient access to Delhi.

Regular Operations and Schedule

After the special inaugural run, regular operations will commence from August 28. The train will operate with the following schedule:

From Gaya to Delhi: Train no. 13697 will depart every Sunday and Thursday at 4:30 PM, reaching Delhi by 12:00 noon the next day. From Delhi to Gaya: Train no. 13698 will depart every Monday and Friday at 2:00 PM, arriving at Gaya by 8:55 AM the next day.

From Gaya to Delhi: Train no. 13697 will depart every Sunday and Thursday at 4:30 PM, reaching Delhi by 12:00 noon the next day.

From Delhi to Gaya: Train no. 13698 will depart every Monday and Friday at 2:00 PM, arriving at Gaya by 8:55 AM the next day.

This twice-a-week service will provide passengers with reliable options to plan their journeys in advance.

Coach Composition and Facilities

The train will run with 22 coaches designed for both comfort and affordability. These include:

8 Sleeper Class Coaches 11 General Class Coaches 1 Pantry Car 2 Seating cum Luggage Rake (SLR) Coaches

8 Sleeper Class Coaches

11 General Class Coaches

1 Pantry Car

2 Seating cum Luggage Rake (SLR) Coaches

With this configuration, passengers will benefit from adequate seating capacity and onboard catering facilities, ensuring a smoother travel experience.

Significance for Bihar and Beyond

The launch of the Amrit Bharat Express is more than just the introduction of a new train service. It represents improved regional connectivity and greater ease of travel for thousands of people in the Magadh and Gaya region. Students, professionals, and families will all benefit from this link to the national capital.

Furthermore, Gaya’s importance as a spiritual and tourism hub will strengthen with improved access for domestic and international visitors.

Stay Updated with Bihar Say

The introduction of the Amrit Bharat Express marks another step forward for Bihar’s transport network and its integration with the rest of the country.

👉 For regular updates on Bihar’s development, culture, and grassroots stories, follow www.biharsay.com. Become part of our 12k+ worldwide community and stay connected with Bihar’s journey.

Tags:#Bihar Connectivity #Indian Railways Amrit Bharat Express Bihar news Bihar travel Gaya Delhi Train Gaya Junction PM Modi",https://biharsay.com/2025/08/20/amrit-bharat-express-to-start-from-gaya-to-delhi-on-august-22-pm-modi-to-inaugurate/
"12,000 Special Trains for Bihar This Diwali & Chhath",Amrita,2025-08-21T15:42:10+00:00,"When Bihar celebrates, the entire nation feels the rush—and this year, the Indian Railways is rewriting history with a festival travel plan like never before.

12,000 Special Trains for Bihar’s Festive Season

To ease the festive rush of Diwali and Chhath, the Railways will operate 12,000 special trains. This massive boost ensures that people returning home from different states can travel with more comfort and less chaos.

Deputy CM Samrat Choudhary said this comes as a special gift to Bihar, especially on the request of CM Nitish Kumar. For families planning their homecoming, this decision is nothing short of a lifeline.

New Vande Bharat & Amrit Bharat Express Trains

The announcements did not stop there. Railway Minister Ashwini Vaishnaw, in the presence of Union Minister Rajiv Ranjan Singh alias Lalan Singh, MPs Sanjay Kumar Jha and Sanjay Jaiswal, unveiled new train routes for Bihar.

A Vande Bharat Express will soon run between Purnia and Patna. Four new Amrit Bharat Express trains will connect: Gaya to Delhi Saharsa to Amritsar Chhapra to Delhi Muzaffarpur to Hyderabad

A Vande Bharat Express will soon run between Purnia and Patna.

Four new Amrit Bharat Express trains will connect:

Gaya to Delhi Saharsa to Amritsar Chhapra to Delhi Muzaffarpur to Hyderabad

Gaya to Delhi

Saharsa to Amritsar

Chhapra to Delhi

Muzaffarpur to Hyderabad

Travelers can also enjoy an experimental 20% discount on return tickets between Oct 13–26 and Nov 17–Dec 1.

Ring Railway & Buddha Circuit Train

Patna is set to get a ring railway network, easing the daily traffic burden. Moreover, cultural tourism gets a big push with the Buddha Circuit train, running from Vaishali to Koderma via Hajipur, Patna, Rajgir, and Gaya.

In addition, a brand-new Ayodhya–Patna train will soon be introduced. To further improve connectivity, the Railways will also add third and fourth lines between Buxar and Lakhisarai, reducing congestion on the main route.

A Festival Gift for Every Passenger

For millions of migrants returning to Bihar during the festival season, this is more than an announcement—it’s an emotional lifeline. From smooth journeys to discounted fares, this initiative combines convenience, culture, and connection.

👉 Stay updated with such impactful developments—follow www.biharsay.com and become part of our 11k+ worldwide community. Join Bihar Say, Bihar’s leading apolitical media and storytelling platform, reshaping the state’s image through culture, business, and grassroots change.",https://biharsay.com/2025/08/21/12000-special-trains-for-bihar-this-diwali-chhath/
Bihar Vigilance Bureau New Initiative – File Corruption Complaints from Home,Amrita,2025-08-21T15:25:20+00:00,"“Bihar’s Bold Step: Now File Corruption Complaints from Home as Vigilance Bureau Reaches Your Doorstep”

Fighting Corruption, One Home at a Time

Imagine raising your voice against corruption without traveling miles to Patna. For thousands of people across Bihar, this is no longer a dream. The Vigilance Investigation Bureau (निगरानी अन्वेषण ब्यूरो) has launched a new initiative to directly reach citizens in their districts and villages.

This effort aims to remove the barrier of distance and fear. Instead of waiting for complaints in Patna, officials will now visit regions where victims live.

Officers Meeting Victims in Person

Senior officers from the Vigilance Bureau will meet corruption victims face-to-face. They will listen, record complaints, and begin immediate follow-up action. This campaign will gradually cover almost all districts of Bihar.

The journey starts in Bhagalpur and Purnia, where officers will stay between 21 and 23 August 2025. During these days, citizens can meet them at the Bhagalpur Vigilance Bureau office, the DM office, and the nearby Combined Building. Officials will also travel across local areas to make the process easier.

No More Patna Trips for Complaints

For years, victims had to travel to Patna just to register corruption cases. Many faced hardship, extra expenses, and delays. According to Vigilance DG Jitendra Singh Gangwar, this step ensures relief from that struggle.

Now, instead of people coming to the Bureau, the Bureau is coming to them. It’s a small but powerful shift, designed to restore trust in the system.

Direct Contact for Complaints

Citizens can not only meet officers in person but also call dedicated numbers. The Vigilance Bureau has released 9939044222 and 6207099360 for this purpose. By doing so, they are creating multiple pathways for people to raise their voices.

Why This Matters for Bihar

Corruption has long been a roadblock for Bihar’s progress. By reaching villages and districts, this initiative ensures that ordinary citizens feel heard. It also shows that accountability is no longer limited to big cities.

The move could inspire more people to come forward, making transparency stronger at the grassroots.

👉 For more such inspiring stories and regular Bihar updates, follow www.biharsay.com and join our 12k+ worldwide community. Bihar Say is reshaping Bihar’s image with impactful stories on culture, business, and grassroots change.",https://biharsay.com/2025/08/21/bihar-vigilance-bureau-new-initiative-file-corruption-complaints-from-home/
New Buddha Circuit Train and Ganga Bridge Transform Bihar’s Connectivity,Amrita,2025-08-21T15:09:40+00:00,"A New Era of Connectivity for Bihar

What if you could save 100 km of travel in a single journey? That is now a reality for Bihar. A brand-new six-lane Ganga bridge and a special Buddha Circuit train are set to transform travel, heritage tourism, and regional connectivity.

These two projects mark a leap forward, combining modern engineering with cultural revival, while bringing communities closer and making journeys smoother.

The Six-Lane Ganga Bridge: Engineering Beyond Limits

Stretching between Auta (Mokama) and Simaria (Begusarai), the six-lane bridge is an engineering feat. With a deck width of 34 meters, it is the widest six-lane bridge in India. For context, most six-lane bridges measure 29.5 meters.

Built at a cost of ₹1,871 crore, the bridge is 8.15 km long, with 1.86 km spanning the Ganga itself. Designed with advanced expansion cable technology, it allows a much smoother flow of vehicles, reducing congestion.

Most importantly, it shortens the distance between North and South Bihar by 100 km, while also easing travel to West Bengal, Jharkhand, and Assam.

Why the Bridge Matters for People

This bridge is more than concrete and steel—it is a lifeline for daily commuters, traders, and families. With faster routes and less congestion, travel time reduces, logistics become cheaper, and opportunities expand.

The project also introduces a Hybrid Annuity Model (HAM), where 60% of the cost is borne by the construction agency and 40% by the government. Later, costs are recovered through tolls. This model is paving the way for future projects in Bihar.

The Buddha Circuit Train: Connecting Heritage and Tourism

Alongside modern infrastructure, Bihar is also reconnecting with its ancient past. A new Buddha Circuit train will link iconic Buddhist sites across Bihar and Jharkhand.

The route begins at Vaishali and covers Hajipur, Patna, Nalanda, Rajgir, Gaya, and Koderma, ensuring seamless travel for pilgrims, tourists, and students.

By bringing sacred sites closer, this train strengthens heritage tourism and reaffirms Bihar’s place as the global center of Buddhist culture.

Bihar’s Expanding Bridge Network

In 2005, Bihar had just four major bridges across the Ganga. Today, the state counts 14 new bridges, with nine more under construction. From JP Setu in Patna to the upcoming Kacchi Dargah–Bidupur bridge, every structure adds to a stronger, better-connected Bihar.

These aren’t just bridges—they are pathways to opportunity, trade, and growth.

Why This Transformation Stands Out

With shorter routes, faster travel, and renewed heritage connections, Bihar is stepping into a new era. The six-lane bridge and Buddha Circuit train are not just projects—they are milestones that carry the hopes of millions.

👉 Stay tuned for more inspiring development stories by following www.biharsay.com. Join our 12,000+ global community and be part of Bihar’s journey through culture, business, and grassroots change.

Tags:Bihar bridges Bihar development news Bihar infrastructure Bihar six-lane bridge Bihar Tourism Bihar Transport Updates Buddha Circuit train Buddhist heritage Bihar Ganga bridge connectivity North South Bihar distance",https://biharsay.com/2025/08/21/new-buddha-circuit-train-and-ganga-bridge-transform-bihars-connectivity/
Sumant Sinha – Founder of ReNew Power and Bihar’s Green Energy Billionaire,Amrita,2025-08-22T12:45:45+00:00,"“Sumant Sinha of ReNew Power – Bihar’s ₹3,000 Crore Green Energy Visionary”

“Bihar has always produced leaders — but in today’s era, one man from the state is powering not just homes, but India’s clean energy future: Sumant Sinha.”

Who is Sumant Sinha?

Born into a family known for public service, Sumant Sinha is the son of Yashwant Sinha, India’s former Finance Secretary and Union Minister. Unlike his father, who chose politics and administration, Sumant carved a different path. He entered the corporate world with a focus on energy, finance, and business leadership.

Educated at IIT Delhi and Columbia University, Sumant developed a rare mix of technical knowledge and financial expertise. This combination later became the backbone of his success in the renewable energy industry.

Before starting his own venture, he held senior positions at Aditya Birla Group and Suzlon Energy, gaining both global exposure and sectoral insight. However, it was his entrepreneurial leap that changed everything.

ReNew Power – Sumant Sinha’s Green Revolution

In 2011, Sumant Sinha founded ReNew Power with a clear mission: to make renewable energy mainstream in India. At a time when many companies still relied on coal and oil, his idea looked risky. But his vision was strong — India needed clean power for sustainable growth.

Today, ReNew Power has grown into India’s largest renewable energy company. With projects in solar and wind power across states, it has become a household name in sustainability. Under Sumant’s leadership, the company attracted global investors and established itself as a pioneer in India’s fight against climate change.

Sumant Sinha’s Net Worth and Lifestyle

With his wealth crossing ₹3,000 crore, Sumant ranks among the richest green business leaders from Bihar. But unlike many billionaires, his lifestyle reflects his values. He is often seen in premium electric vehicles, choosing eco-friendly options even in his personal life.

This balance of business success and personal responsibility has earned him respect not just in corporate circles, but also among climate advocates worldwide.

Family Roots and Bihar Connection

Being the son of Yashwant Sinha gave Sumant exposure to leadership early on. But instead of politics, he found his calling in energy. His journey is a reminder that Bihar’s sons and daughters can achieve greatness in modern, global industries.

He proudly represents Bihar in global forums, redefining the narrative of a state often known only for migration or underdevelopment. Through his story, Bihar gains a new identity — one of innovation and sustainability.

ReNew Power and India’s Clean Energy Future

Under Sumant Sinha, ReNew Power is not only a company but also a model for India’s green growth. It has reduced carbon emissions by millions of tonnes, created thousands of jobs, and set global benchmarks.

As the world moves toward net-zero goals, leaders like Sumant prove that business growth and climate action can go hand in hand. His journey inspires young entrepreneurs to dream big while staying responsible.

👉 Want to read more about global leaders from Bihar like Sumant Sinha and companies like ReNew Power that are reshaping the world? Follow www.biharsay.com now. Be part of our 12k+ strong global community and join Bihar’s digital voice for culture, business, and change.",https://biharsay.com/2025/08/22/sumant-sinha-founder-of-renew-power-and-bihars-green-energy-billionaire/
First Vertical Garden to Transform This Bihar City Into a Green Zone,Amrita,2025-08-23T15:23:37+00:00,"Imagine walking through a city where concrete walls bloom with plants, herbs, and fresh greenery. Very soon, one city in Bihar will make this vision real with its first vertical garden, built at a cost of ₹17.16 lakh. The project falls under the Mukhyamantri Shahri Samagra Vikas Yojana and promises to change both the beauty and the air quality of the city.

Bihar’s Step Towards Greener Cities

The Nagar Parishad has assigned the responsibility of this project to BUIDCO (Bihar Urban Infrastructure Development Corporation). Officials confirmed that the tender process has already started.

Once the process ends, work will begin without delay. The plan is to complete the construction within two months. This means residents will soon witness a landmark that blends urban life with sustainability.

What Makes Vertical Gardens Unique?

Vertical gardens are not like regular gardens spread across land. Instead, plants grow on walls or specially designed frames. This allows greenery to exist even in crowded urban areas.

Popular plants for vertical gardens include money plant, mint, basil, lettuce, and ferns. The upcoming project will use drip irrigation and hydroponic techniques, which make plant care easy while saving water.

Because of these advantages, vertical gardens are now becoming a global trend in modern city design.

More Than Beauty – A Natural Air Filter

Experts believe vertical gardens will bring real environmental benefits. Plants act as natural filters, absorbing dust and harmful gases from the air. This reduces pollution and makes the surrounding environment healthier.

Additionally, the use of drip irrigation ensures water conservation, making the system both eco-friendly and sustainable. For a city battling urban challenges, this project offers more than beauty—it offers cleaner air and a healthier lifestyle.

And the City Leading This Change Is… Banka!

Yes, it’s Banka city that will soon showcase Bihar’s first vertical garden. The garden will rise near Jamuna Jor Bridge, transforming the area into a vibrant, green landmark.

For the people of Banka, this project is more than just green walls. It’s a promise of cleaner air, reduced pollution, and a better quality of life.

👉 Stay tuned to www.biharsay.com for regular updates like this and become part of our 12k+ global community worldwide.Bihar Say is Bihar’s leading apolitical media and storytelling platform. We bring you impactful stories of culture, grassroots change, business, and innovation. Join us to explore Bihar’s journey and be part of its digital voice!",https://biharsay.com/2025/08/23/first-vertical-garden-to-transform-this-bihar-city-into-a-green-zone/
Hero Asia Cup Hockey 2025 Trophy Reaches Madhubani | Bihar Youth Celebrate with Passion,Amrita,2025-08-23T15:47:40+00:00,"Bihar’s Pride Shines – Hero Asia Cup Hockey 2025 Trophy Reaches Madhubani, Youth Celebrate with Unstoppable Energy!

Hockey Fever Grips Madhubani as Trophy Arrives

Madhubani witnessed a historic moment when the Hero Asia Cup Hockey 2025 Trophy arrived as part of its grand tour. The excitement was electric, with students, youth, and sports enthusiasts gathering in huge numbers to welcome the symbol of sporting glory.

The trophy was received with great honor at the District Sports Complex, Watson High School, by District Magistrate Anand Sharma and Superintendent of Police Upendra Kumar. Their joint presence made the occasion even more memorable for the city.

A Call to Youth from District Magistrate

Speaking to the crowd, DM Anand Sharma reminded everyone that hockey is not just a sport but a symbol of India’s proud sporting history. He urged students and young athletes to step forward and showcase their talents with dedication and discipline.

He stressed that Bihar has always carried a strong cultural and sporting legacy. With consistent effort, he believes players from Madhubani too can rise to the international stage. His words inspired the students who had gathered to witness the event.

Celebration with Culture and Spirit

The trophy event wasn’t just about sports—it was a celebration of culture and unity. Students performed welcome songs and staged cultural programs that mesmerized the audience. The blend of art and hockey showcased the unique identity of Madhubani, a city known for both tradition and talent.

SP Upendra Kumar also highlighted the importance of team spirit. He said hockey teaches unity, discipline, and mutual respect, qualities that every young person should carry forward in life.

Bihar’s Sporting Future Looks Bright

The visit of the Hero Asia Cup Trophy to Madhubani sends a clear message—Bihar is ready to make its mark in the world of sports. The administration promised continued support in providing better facilities and opportunities for aspiring athletes.

This journey of the trophy is more than just a promotional campaign. It is a reminder that Bihar’s youth have the power to transform dreams into achievements, both on the field and beyond.

👉 Want to read more such inspiring updates from Bihar’s heartlands? Follow www.biharsay.com and become part of our 12k-strong worldwide community. Bihar Say is Bihar’s leading apolitical media and storytelling platform, reshaping the state’s image through culture, business, and grassroots stories. Don’t miss the conversations on our flagship podcast and video series, BiharCast.",https://biharsay.com/2025/08/23/hero-asia-cup-hockey-2025-trophy-reaches-madhubani-bihar-youth-celebrate-with-passion/
Bihar Farmers to Get 60% Subsidy for Dragon Fruit Farming,Amrita,2025-08-25T16:10:18+00:00,"A New Hope for Bihar’s Farmers

What if one fruit could change the future of Bihar’s farmers? The Bihar government has launched the Dragon Fruit Vikas Yojana to make this a reality. With a 60% subsidy, the scheme promises to transform farming income, crop diversity, and long-term prosperity.

What the Dragon Fruit Vikas Yojana Offers

The scheme, active during 2025–26 and 2026–27, covers 22 districts, including Bhagalpur, Muzaffarpur, Purnia, Rohtas, Darbhanga, Siwan, and Kishanganj. Farmers who join will receive Rs 2.7 lakh as subsidy per hectare, divided into two parts:

First Year – Rs 1.62 lakh Second Year – Rs 1.08 lakh

First Year – Rs 1.62 lakh

Second Year – Rs 1.08 lakh

The total cost of dragon fruit farming is about Rs 6.75 lakh per hectare, and this support will reduce the burden significantly.

Why Dragon Fruit is the Smart Choice

Dragon fruit is not just attractive—it is profitable. Unlike many other crops, it needs less water and grows well in Bihar’s climate. Once planted, it continues to provide returns for several years. Because of its high demand in the market, farmers can earn steadily without depending on seasonal crops.

How to Apply for the Scheme

Farmers can apply online through the agriculture department’s website. They can also visit their district horticulture officer for detailed guidance. By joining early, farmers can ensure they don’t miss the first round of benefits.

Bigger Picture – Income and Diversity

Experts believe that this scheme will not only improve farmer incomes but also promote crop diversity across Bihar. With government support, dragon fruit farming could become a new identity for Bihar’s agriculture, similar to how litchi shaped Muzaffarpur’s image.

👉 Want to stay ahead with such transformative stories? Follow www.biharsay.com for more regular updates and become part of the 12k+ worldwide community that celebrates Bihar’s growth and change!",https://biharsay.com/2025/08/25/bihar-farmers-to-get-60-subsidy-for-dragon-fruit-farming/
"BSSC Recruitment 2025 – 1,481 Vacancies Announced – Check Eligibility, Age Limit, and Application Dates!",Amrita,2025-08-25T15:40:49+00:00,"BSSC CGL 2025: 1,481 Vacancies Announced – Check Eligibility, Age Limit, and Application Dates!

Government job aspirants in Bihar, here’s your big chance!The Bihar Staff Selection Commission (BSSC) has released the official notification for the 4th Graduate Level Combined Competitive Examination (CGL 2025). This recruitment drive offers 1,481 vacancies across multiple government departments.

The online application window opens on August 18, 2025, and will close on September 17, 2025. Candidates eager to apply must hold a graduate degree and meet the prescribed age criteria.

Post-Wise Vacancy Details

BSSC has announced vacancies for several important positions. Here’s the breakdown:

Assistant Branch Officer – 392 posts Planning Assistant – 125 posts Malaria Inspector – 30 posts Secretariat Assistant – 385 posts Auditor (Cooperative Dept.) – 97 posts Auditor (Directorate of Audit) – 352 posts

Assistant Branch Officer – 392 posts

Planning Assistant – 125 posts

Malaria Inspector – 30 posts

Secretariat Assistant – 385 posts

Auditor (Cooperative Dept.) – 97 posts

Auditor (Directorate of Audit) – 352 posts

Additionally, 35% of seats are reserved for women candidates across all categories, ensuring wider representation.

Eligibility Criteria

To apply, candidates must fulfill the following conditions:

Education: Graduation in any discipline from a recognized university. Some posts may require specific degrees. Age Limit (as on August 1, 2025): General (Male): 21–37 years General (Female): Up to 40 years OBC/BC (Male & Female): Up to 40 years SC/ST (Male & Female): Up to 42 years

Education: Graduation in any discipline from a recognized university. Some posts may require specific degrees.

Age Limit (as on August 1, 2025):

General (Male): 21–37 years General (Female): Up to 40 years OBC/BC (Male & Female): Up to 40 years SC/ST (Male & Female): Up to 42 years

General (Male): 21–37 years

General (Female): Up to 40 years

OBC/BC (Male & Female): Up to 40 years

SC/ST (Male & Female): Up to 42 years

This structure ensures inclusivity for different categories of aspirants.

How to Apply Online

The application process is simple but requires careful attention:

Visit the official website – bssc.bihar.gov.in Click on the BSSC CGL 2025 registration link (active from August 18). Complete registration using your mobile number and email ID. Fill out the application form correctly. Upload scanned documents and pay the required fee. Submit the form and download the confirmation page.

Visit the official website – bssc.bihar.gov.in

Click on the BSSC CGL 2025 registration link (active from August 18).

Complete registration using your mobile number and email ID.

Fill out the application form correctly.

Upload scanned documents and pay the required fee.

Submit the form and download the confirmation page.

Selection Process Explained

The selection process will take place in three stages:

Preliminary Examination – Conducted only if the number of applicants exceeds 40,000. This test will be objective and serve as a screening round. Mains Examination – Candidates who qualify the prelims will appear for mains, which will test subject-specific knowledge in detail. Document Verification – Final shortlisted candidates will undergo document verification. Only after successful validation will the final selection be confirmed.

Preliminary Examination – Conducted only if the number of applicants exceeds 40,000. This test will be objective and serve as a screening round.

Mains Examination – Candidates who qualify the prelims will appear for mains, which will test subject-specific knowledge in detail.

Document Verification – Final shortlisted candidates will undergo document verification. Only after successful validation will the final selection be confirmed.

Why This Exam Matters

For aspirants in Bihar, the BSSC CGL 2025 exam is more than just a job opportunity. It opens doors to stable careers in government service, financial security, and respect in society. With 1,481 vacancies available, the chances of securing a post are higher this year.

👉 Stay updated with such crucial notifications and Bihar’s transformation stories by following www.biharsay.com. Become part of our 11k+ global community that celebrates Bihar’s growth, culture, and changemakers.

👉 Stay updated with such crucial notifications and Bihar’s transformation stories by following www.biharsay.com. Become part of our 11k+ global community that celebrates Bihar’s growth, culture, and changemakers.",https://biharsay.com/2025/08/25/bssc-recruitment-2025-apply-for-1481-office-attendant-posts-in-bihar/
Shekhar Suman & Prakash Jha Unite for Janadesh – A Film on Democracy,Amrita,2025-08-25T15:23:13+00:00,"Legends Return, Bihar Leads the Way

When two legends from Bihar join hands, history doesn’t just repeat—it gets rewritten. Actor, anchor, and performer Shekhar Suman, the face behind classics like Dekh Bhai Dekh, Movers & Shakers, and Netflix’s Heera Mandi, is back with a bang. This time, he teams up with the fearless filmmaker Prakash Jha, the mind behind cinematic milestones such as Gangaajal, Raajneeti, Aarakshan, and the hard-hitting Aashram series.

Together, they are ready to create something extraordinary with their upcoming film Janadesh, which begins shooting in August 2025.

Beyond Politics: A Story About Democracy

Unlike traditional political dramas, Janadesh breaks the mold. It doesn’t chase power struggles or electoral drama. Instead, it explores a bigger question—what does democracy truly mean for the people?

Prakash Jha, known for blending social issues with cinema, explains that the film is not about politics. Rather, it will tell stories that highlight what has really happened to democracy over time. His legacy of hard-hitting realism continues, but this time the lens is sharper, bolder, and more human.

A Film Rooted in Bihar’s Soul

Authenticity is at the heart of Janadesh. To make the story deeply connected to the soil, Jha plans to feature nearly 200 local artists alongside the lead stars. These fresh voices will bring raw energy and grassroots authenticity, ensuring that the film feels lived-in and real.

This decision isn’t just casting—it’s a cultural revolution. By involving local talent, the film provides Bihar’s youth and artists a stage to shine on the national screen.

Shekhar Suman’s Charisma Meets Jha’s Storytelling

Shekhar Suman’s versatility has always won audiences. From laughter to hard-hitting roles, his presence has lit up Indian entertainment for decades. On the other side, Prakash Jha’s uncompromising storytelling has never shied away from truth. Together, their synergy promises fireworks.

With Suman’s screen command and Jha’s fierce narrative, Janadesh is not just another film. It is set to become a cultural storm, born in Bihar yet destined to resonate with every Indian who values democracy.

Bihar’s Sons Are Back

This project isn’t only about cinema—it’s about identity, pride, and voice. Bihar’s sons have returned, and they are here to redefine democracy through storytelling. With Janadesh, Bihar once again takes the cultural spotlight, showing that its stories matter to the nation and the world.

👉 Want to stay ahead on stories like this? Follow www.biharsay.com for regular updates and become part of our 12k+ global community. Bihar Say is India’s leading apolitical platform, reshaping Bihar’s image with stories of culture, business, and grassroots change.",https://biharsay.com/2025/08/25/shekhar-suman-prakash-jha-unite-for-janadesh-a-film-on-democracy/
Bihar to Cultivate Lady Rosetta (LR) Potatoes with 75% Subsidy in 17 Districts,Amrita,2025-08-26T06:18:01+00:00,"Bihar to Cultivate Lady Rosetta (LR) Potatoes – Farmers to Get 75% Subsidy and Big Profits

What if one crop could guarantee farmers better prices, higher demand, and steady profits? That is what Lady Rosetta (LR) potato farming is set to bring to Bihar. With the state government now offering a 75% subsidy, LR potatoes could change the future of potato farming in the state.

Why LR Potatoes Are in High Demand

Lady Rosetta (LR) potatoes are widely used for chips, French fries, and snacks. They have qualities that make them the top choice for chips companies:

Round, medium-sized shape perfect for chips machines. Chips absorb less oil and taste crispier. Long shelf life, making storage easier.

Round, medium-sized shape perfect for chips machines.

Chips absorb less oil and taste crispier.

Long shelf life, making storage easier.

Because of these features, chips companies prefer to buy LR potatoes directly from farmers. Until now, factories in Bihar depended on supply from other states. With this scheme, Bihar’s farmers can fill the demand and earn higher profits.

17 Districts Chosen for LR Potato Farming

The government has selected 17 districts for LR potato cultivation: Aurangabad, Banka, Begusarai, Bhagalpur, Gaya, Gopalganj, Katihar, Khagaria, Lakhisarai, Nalanda, Nawada, Patna, Samastipur, Saran, Sheikhpura, Siwan, and Vaishali.

Farmers can register for a minimum of 0.25 acres and a maximum of 5 acres. Seed production will also be carried out within Bihar, ensuring easy access.

Best Season and Soil for LR Potatoes

The ideal sowing period is from late October to mid-November. Each hectare needs about 30 quintals of seed, priced at ₹4000 per quintal. With the 75% subsidy, farmers pay much less.

LR potatoes thrive in sandy loam soil with good drainage. They are disease-resistant, mature faster, and produce higher yields than regular potatoes. This means farmers can expect better harvests and more income.

Supply Gap Creates Opportunity

Bihar has seen a rise in food processing units, especially chips factories. However, they still depend on supplies from other states due to low local production of LR potatoes. This gap between high demand and low supply creates a profitable chance for farmers. By growing LR potatoes, they can secure higher returns and support the local industry.

How Farmers Can Apply for Subsidy

Farmers need to apply online through the Horticulture Department website: horticulture.bihar.gov.in.

Once registered, farmers will receive seeds and subsidy benefits. With government support, LR potatoes are set to become Bihar’s next big farming success.

👉 For more updates on farming, business, and grassroots development in Bihar, follow www.biharsay.com and join our 12k+ global community. Bihar Say is the digital voice of Bihar, highlighting culture, business, and change-makers.",https://biharsay.com/2025/08/26/bihar-to-cultivate-lady-rosetta-lr-potatoes-with-75-subsidy-in-17-districts/
